age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country
0.19662605475055714,-0.41877548656522046,1.433937570223594,-1.8092790012191575,-0.008104738101401604,-0.704419722281445,-1.4851339444072325,-1.43826539165612,-1.0025039503572024,0.1994989255527325,-0.7899121185706531,1.187100426563342,-0.04415618874341311
2.1786518309946628,0.7583266374996736,1.433937570223594,-1.018031308674574,1.5028265386267832,1.6379579571684246,-0.2998363450048532,-0.01024781559422472,0.9975023037502143,-0.7492030788204137,-0.7899121185706531,-0.1438268265387447,-0.7999337344130875
1.18763894287261,-0.8111428612535184,1.433937570223594,1.7513356152314683,0.49553902080799334,-0.23594418639147113,1.478110054098716,-0.01024781559422472,0.9975023037502143,-0.7492030788204137,-0.7899121185706531,0.8543686132878204,1.0475224883350054
-0.5656915514971759,1.1506940121879716,-0.34063041905821106,-0.22678361612999046,-1.5190360148295865,-0.704419722281445,-1.4851339444072325,-0.01024781559422472,-1.0025039503572024,0.19539946271827952,-0.7899121185706531,-1.391571126321951,0.4596955083697032
-0.48945979087240254,0.36595926281137553,1.6557585688838197,-1.4136551549468657,-0.008104738101401604,0.46676911744348976,1.478110054098716,-0.01024781559422472,0.9975023037502143,-0.7492030788204137,1.5660249748629609,-0.6429245464520272,-1.723661845787134
1.2638707034973833,-0.8111428612535184,-1.006093415038888,0.1688402301423013,0.49553902080799334,-0.938657490226432,0.29281245469633654,0.703760972436723,-1.0025039503572024,-0.7492030788204137,2.64106423108995,-0.6429245464520272,0.9635472054828195
-0.8706185939962691,0.7583266374996736,-1.2279144136991136,-0.6224074624022822,-1.5190360148295865,0.46676911744348976,0.29281245469633654,-0.7242566036251724,0.9975023037502143,1.1305085113771869,0.25844176604786434,-1.0588393130464293,0.4596955083697032
1.2638707034973833,-0.41877548656522046,1.6557585688838197,-0.6224074624022822,-0.5117484970107966,-0.4701819543364581,-0.8924851447060429,-0.7242566036251724,0.9975023037502143,0.558741326571902,-0.4658754633249296,-0.060643873219864274,-1.3877607143783899
-0.4132280302476293,1.1506940121879716,1.433937570223594,-0.6224074624022822,0.9991827797173883,0.2325313494985028,0.8854612543975262,-0.01024781559422472,-1.0025039503572024,-0.7492030788204137,0.5634174415732512,-0.4765586398142664,0.3757202255175171
-0.10830098774853605,-0.8111428612535184,1.2121165715633684,-0.6224074624022822,1.5028265386267832,1.1694824212784507,1.478110054098716,-0.01024781559422472,-1.0025039503572024,-0.7492030788204137,-0.7899121185706531,0.3552708933745378,0.5436707912218892
-0.5656915514971759,-0.026408111876922453,0.7684745742429171,-0.22678361612999046,-1.5190360148295865,-0.938657490226432,0.8854612543975262,-1.43826539165612,0.9975023037502143,0.06680578643754374,1.1466834210155539,2.518027679665429,1.5513741854481218
0.5777848578744236,-1.5958776106301145,0.5466535755826915,-1.018031308674574,-0.008104738101401604,0.7010068853884767,-0.8924851447060429,-0.7242566036251724,0.9975023037502143,-0.7492030788204137,-0.13802661213513864,0.10572203341789657,1.5513741854481218
-0.4132280302476293,-1.2035102359418164,-0.5624514177184368,-1.018031308674574,0.9991827797173883,0.46676911744348976,-0.2998363450048532,1.4177697604676707,-1.0025039503572024,2.7096647474488393,1.081876089966409,-0.39337568649538596,0.039819094108772934
-0.5656915514971759,-1.5958776106301145,1.433937570223594,0.9600879226868848,-0.008104738101401604,1.6379579571684246,1.478110054098716,1.4177697604676707,0.9975023037502143,-0.7492030788204137,-0.7899121185706531,-0.2270097798576251,0.12379437696095898
-0.7943868333714957,-1.2035102359418164,-1.006093415038888,-1.8092790012191575,0.9991827797173883,1.6379579571684246,0.29281245469633654,-0.7242566036251724,0.9975023037502143,-0.7492030788204137,-0.5726169497588149,2.2684788197087875,0.7116213569262613
-0.6419233121219492,0.7583266374996736,0.7684745742429171,-0.22678361612999046,0.9991827797173883,1.4037201892234377,0.29281245469633654,-0.01024781559422472,0.9975023037502143,-0.7492030788204137,-0.7899121185706531,1.1039174732444617,-1.2198101486740178
0.12039429412578384,-0.8111428612535184,-0.5624514177184368,-0.6224074624022822,-1.5190360148295865,0.7010068853884767,-0.2998363450048532,-0.01024781559422472,-1.0025039503572024,-0.7492030788204137,-0.7899121185706531,-0.4765586398142664,-0.9678843001174596
-1.9378632427430953,0.36595926281137553,1.2121165715633684,-0.22678361612999046,-0.5117484970107966,-1.407133026116406,0.29281245469633654,-0.01024781559422472,-1.0025039503572024,0.13023957977065836,0.3766198403139518,1.1039174732444617,-0.04415618874341311
